period,西元年,季,industry_code,industry_name,貢獻度_百分點,年增率_pct
2015Q2,2015,2,總計(生產面),總計(生產面),1.28,-76.98
2015Q2,2015,2,進口稅,進口稅,0.01,-80.0
2015Q3,2015,3,3級_工業,工業,-0.45,
2015Q3,2015,3,3級_服務業,服務業,0.23,-90.46
2015Q3,2015,3,3級_農業,農業,-0.12,
2015Q3,2015,3,A,農、林、漁、牧業,-0.12,
2015Q3,2015,3,B,礦業及土石採取業,-0.01,
2015Q3,2015,3,C,製造業,-0.3,
2015Q3,2015,3,D,電力及燃氣供應業,-0.09,
2015Q3,2015,3,E,用水供應及污染整治業,-0.02,
2015Q3,2015,3,F,營建工程業,-0.03,
2015Q3,2015,3,G,批發及零售業,-0.24,
2015Q3,2015,3,GDP,GDP,-0.28,
2015Q3,2015,3,H,運輸及倉儲業,-0.09,
2015Q3,2015,3,I,住宿及餐飲業,0.02,
2015Q3,2015,3,J,出版影音及資通訊業,0.28,86.67
2015Q3,2015,3,K,金融及保險業,-0.03,
2015Q3,2015,3,L,不動產及住宅服務業,0.12,-20.0
2015Q3,2015,3,M,專業、科學及技術服務業,0.0,-100.0
2015Q3,2015,3,N,支援服務業,0.12,9.09
2015Q3,2015,3,O,公共行政及國防；強制性社會安全,0.1,
2015Q3,2015,3,P,教育業,-0.06,
2015Q3,2015,3,Q,醫療保健及社會工作服務業,0.03,-76.92
2015Q3,2015,3,R,藝術、娛樂及休閒服務業,0.0,-100.0
2015Q3,2015,3,S,其他服務業,-0.03,
2015Q3,2015,3,加值型營業稅,加值型營業稅,0.01,-94.12
2015Q3,2015,3,合計,合計,-0.35,
2015Q3,2015,3,總計(生產面),總計(生產面),-0.34,
2015Q3,2015,3,進口稅,進口稅,0.0,-100.0
2015Q4,2015,4,3級_工業,工業,-1.0,
2015Q4,2015,4,3級_服務業,服務業,0.91,-45.83
2015Q4,2015,4,3級_農業,農業,-0.25,
2015Q4,2015,4,A,農、林、漁、牧業,-0.25,
2015Q4,2015,4,B,礦業及土石採取業,-0.01,
2015Q4,2015,4,C,製造業,-0.92,
2015Q4,2015,4,D,電力及燃氣供應業,-0.04,
2015Q4,2015,4,E,用水供應及污染整治業,-0.01,
2015Q4,2015,4,F,營建工程業,-0.02,
2015Q4,2015,4,G,批發及零售業,-0.15,
2015Q4,2015,4,GDP,GDP,-0.2,
2015Q4,2015,4,H,運輸及倉儲業,-0.02,
2015Q4,2015,4,I,住宿及餐飲業,0.05,
2015Q4,2015,4,J,出版影音及資通訊業,0.3,50.0
2015Q4,2015,4,K,金融及保險業,0.42,68.0
2015Q4,2015,4,L,不動產及住宅服務業,0.19,-17.39
2015Q4,2015,4,M,專業、科學及技術服務業,0.06,-53.85
2015Q4,2015,4,N,支援服務業,0.08,-52.94
2015Q4,2015,4,O,公共行政及國防；強制性社會安全,-0.05,
2015Q4,2015,4,P,教育業,0.02,
2015Q4,2015,4,Q,醫療保健及社會工作服務業,0.07,0.0
2015Q4,2015,4,R,藝術、娛樂及休閒服務業,0.01,0.0
2015Q4,2015,4,S,其他服務業,-0.06,
2015Q4,2015,4,加值型營業稅,加值型營業稅,-0.02,
2015Q4,2015,4,合計,合計,-0.33,
2015Q4,2015,4,總計(生產面),總計(生產面),-0.34,
2015Q4,2015,4,進口稅,進口稅,0.01,-87.5
2016Q1,2016,1,3級_工業,工業,-0.39,
2016Q1,2016,1,3級_服務業,服務業,0.37,-68.91
2016Q1,2016,1,3級_農業,農業,-0.16,
2016Q1,2016,1,A,農、林、漁、牧業,-0.16,
2016Q1,2016,1,B,礦業及土石採取業,-0.01,
2016Q1,2016,1,C,製造業,-0.26,
2016Q1,2016,1,D,電力及燃氣供應業,-0.04,
2016Q1,2016,1,E,用水供應及污染整治業,-0.01,
2016Q1,2016,1,F,營建工程業,-0.07,
2016Q1,2016,1,G,批發及零售業,-0.34,
2016Q1,2016,1,GDP,GDP,-0.09,
2016Q1,2016,1,H,運輸及倉儲業,-0.04,
2016Q1,2016,1,I,住宿及餐飲業,0.03,200.0
2016Q1,2016,1,J,出版影音及資通訊業,0.23,15.0
2016Q1,2016,1,K,金融及保險業,0.16,-46.67
2016Q1,2016,1,L,不動產及住宅服務業,0.02,-90.0
2016Q1,2016,1,M,專業、科學及技術服務業,0.11,120.0
2016Q1,2016,1,N,支援服務業,0.12,-20.0
2016Q1,2016,1,O,公共行政及國防；強制性社會安全,0.04,
2016Q1,2016,1,P,教育業,-0.13,
2016Q1,2016,1,Q,醫療保健及社會工作服務業,0.11,1000.0
2016Q1,2016,1,R,藝術、娛樂及休閒服務業,-0.01,
2016Q1,2016,1,S,其他服務業,0.06,500.0
2016Q1,2016,1,加值型營業稅,加值型營業稅,0.05,-28.57
2016Q1,2016,1,合計,合計,-0.19,
2016Q1,2016,1,總計(生產面),總計(生產面),-0.18,
2016Q1,2016,1,進口稅,進口稅,-0.04,
2016Q2,2016,2,3級_工業,工業,0.62,-4.62
2016Q2,2016,2,3級_服務業,服務業,0.69,-9.21
2016Q2,2016,2,3級_農業,農業,-0.23,
2016Q2,2016,2,A,農、林、漁、牧業,-0.23,
2016Q2,2016,2,B,礦業及土石採取業,-0.01,
2016Q2,2016,2,C,製造業,0.54,-23.94
2016Q2,2016,2,D,電力及燃氣供應業,0.11,
2016Q2,2016,2,E,用水供應及污染整治業,0.0,
2016Q2,2016,2,F,營建工程業,-0.02,
2016Q2,2016,2,G,批發及零售業,-0.18,
2016Q2,2016,2,GDP,GDP,1.69,-10.58
2016Q2,2016,2,H,運輸及倉儲業,0.05,150.0
2016Q2,2016,2,I,住宿及餐飲業,0.02,100.0
2016Q2,2016,2,J,出版影音及資通訊業,0.2,-13.04
2016Q2,2016,2,K,金融及保險業,0.16,-60.0
2016Q2,2016,2,L,不動產及住宅服務業,0.12,-29.41
2016Q2,2016,2,M,專業、科學及技術服務業,0.01,
2016Q2,2016,2,N,支援服務業,0.1,-23.08
2016Q2,2016,2,O,公共行政及國防；強制性社會安全,0.08,
2016Q2,2016,2,P,教育業,-0.12,
2016Q2,2016,2,Q,醫療保健及社會工作服務業,0.09,200.0
2016Q2,2016,2,R,藝術、娛樂及休閒服務業,-0.01,
2016Q2,2016,2,S,其他服務業,0.01,0.0
2016Q2,2016,2,加值型營業稅,加值型營業稅,0.16,
2016Q2,2016,2,合計,合計,0.92,-34.75
2016Q2,2016,2,總計(生產面),總計(生產面),1.08,-15.63
2016Q2,2016,2,進口稅,進口稅,0.0,-100.0
2016Q3,2016,3,3級_工業,工業,2.29,
2016Q3,2016,3,3級_服務業,服務業,0.93,304.35
2016Q3,2016,3,3級_農業,農業,-0.2,
2016Q3,2016,3,A,農、林、漁、牧業,-0.2,
2016Q3,2016,3,B,礦業及土石採取業,0.0,
2016Q3,2016,3,C,製造業,2.07,
2016Q3,2016,3,D,電力及燃氣供應業,0.21,
2016Q3,2016,3,E,用水供應及污染整治業,0.02,
2016Q3,2016,3,F,營建工程業,-0.01,
2016Q3,2016,3,G,批發及零售業,0.16,
2016Q3,2016,3,GDP,GDP,3.0,
2016Q3,2016,3,H,運輸及倉儲業,0.14,
2016Q3,2016,3,I,住宿及餐飲業,0.01,-50.0
2016Q3,2016,3,J,出版影音及資通訊業,0.16,-42.86
2016Q3,2016,3,K,金融及保險業,0.2,
2016Q3,2016,3,L,不動產及住宅服務業,0.12,0.0
2016Q3,2016,3,M,專業、科學及技術服務業,0.0,
2016Q3,2016,3,N,支援服務業,0.07,-41.67
2016Q3,2016,3,O,公共行政及國防；強制性社會安全,-0.09,
2016Q3,2016,3,P,教育業,0.0,
2016Q3,2016,3,Q,醫療保健及社會工作服務業,0.08,166.67
2016Q3,2016,3,R,藝術、娛樂及休閒服務業,0.0,
2016Q3,2016,3,S,其他服務業,-0.03,
2016Q3,2016,3,加值型營業稅,加值型營業稅,0.07,600.0
2016Q3,2016,3,合計,合計,2.91,
2016Q3,2016,3,總計(生產面),總計(生產面),3.02,
2016Q3,2016,3,進口稅,進口稅,0.04,
2016Q4,2016,4,3級_工業,工業,2.8,
2016Q4,2016,4,3級_服務業,服務業,1.26,38.46
2016Q4,2016,4,3級_農業,農業,-0.09,
2016Q4,2016,4,A,農、林、漁、牧業,-0.09,
2016Q4,2016,4,B,礦業及土石採取業,-0.01,
2016Q4,2016,4,C,製造業,2.65,
2016Q4,2016,4,D,電力及燃氣供應業,0.17,
2016Q4,2016,4,E,用水供應及污染整治業,0.02,
2016Q4,2016,4,F,營建工程業,-0.03,
2016Q4,2016,4,G,批發及零售業,0.47,
2016Q4,2016,4,GDP,GDP,3.92,
2016Q4,2016,4,H,運輸及倉儲業,0.19,
2016Q4,2016,4,I,住宿及餐飲業,0.05,0.0
2016Q4,2016,4,J,出版影音及資通訊業,0.16,-46.67
2016Q4,2016,4,K,金融及保險業,0.07,-83.33
2016Q4,2016,4,L,不動產及住宅服務業,0.06,-68.42
2016Q4,2016,4,M,專業、科學及技術服務業,0.04,-33.33
2016Q4,2016,4,N,支援服務業,0.08,0.0
2016Q4,2016,4,O,公共行政及國防；強制性社會安全,-0.04,
2016Q4,2016,4,P,教育業,0.03,50.0
2016Q4,2016,4,Q,醫療保健及社會工作服務業,0.07,0.0
2016Q4,2016,4,R,藝術、娛樂及休閒服務業,-0.01,
2016Q4,2016,4,S,其他服務業,-0.11,
2016Q4,2016,4,加值型營業稅,加值型營業稅,0.12,
2016Q4,2016,4,合計,合計,3.77,
2016Q4,2016,4,總計(生產面),總計(生產面),3.97,
2016Q4,2016,4,進口稅,進口稅,0.08,700.0
2017Q1,2017,1,3級_工業,工業,2.85,
2017Q1,2017,1,3級_服務業,服務業,1.33,259.46
2017Q1,2017,1,3級_農業,農業,0.09,
2017Q1,2017,1,A,農、林、漁、牧業,0.09,
2017Q1,2017,1,B,礦業及土石採取業,0.0,
2017Q1,2017,1,C,製造業,2.95,
2017Q1,2017,1,D,電力及燃氣供應業,-0.01,
2017Q1,2017,1,E,用水供應及污染整治業,0.01,
2017Q1,2017,1,F,營建工程業,-0.1,
2017Q1,2017,1,G,批發及零售業,0.31,
2017Q1,2017,1,GDP,GDP,3.72,
2017Q1,2017,1,H,運輸及倉儲業,0.22,
2017Q1,2017,1,I,住宿及餐飲業,-0.01,
2017Q1,2017,1,J,出版影音及資通訊業,0.11,-52.17
2017Q1,2017,1,K,金融及保險業,0.25,56.25
2017Q1,2017,1,L,不動產及住宅服務業,0.17,750.0
2017Q1,2017,1,M,專業、科學及技術服務業,0.08,-27.27
2017Q1,2017,1,N,支援服務業,0.03,-75.0
2017Q1,2017,1,O,公共行政及國防；強制性社會安全,0.05,25.0
2017Q1,2017,1,P,教育業,-0.01,
2017Q1,2017,1,Q,醫療保健及社會工作服務業,0.04,-63.64
2017Q1,2017,1,R,藝術、娛樂及休閒服務業,0.01,
2017Q1,2017,1,S,其他服務業,-0.07,
2017Q1,2017,1,加值型營業稅,加值型營業稅,0.04,-20.0
2017Q1,2017,1,合計,合計,4.12,
2017Q1,2017,1,總計(生產面),總計(生產面),4.27,
2017Q1,2017,1,進口稅,進口稅,0.11,
2017Q2,2017,2,3級_工業,工業,1.43,130.65
2017Q2,2017,2,3級_服務業,服務業,0.89,28.99
2017Q2,2017,2,3級_農業,農業,0.31,
2017Q2,2017,2,A,農、林、漁、牧業,0.31,
2017Q2,2017,2,B,礦業及土石採取業,0.0,
2017Q2,2017,2,C,製造業,1.52,181.48
2017Q2,2017,2,D,電力及燃氣供應業,-0.04,
2017Q2,2017,2,E,用水供應及污染整治業,0.01,
2017Q2,2017,2,F,營建工程業,-0.06,
2017Q2,2017,2,G,批發及零售業,0.19,
2017Q2,2017,2,GDP,GDP,2.79,65.09
2017Q2,2017,2,H,運輸及倉儲業,0.09,80.0
2017Q2,2017,2,I,住宿及餐飲業,-0.01,
2017Q2,2017,2,J,出版影音及資通訊業,0.11,-45.0
2017Q2,2017,2,K,金融及保險業,0.11,-31.25
2017Q2,2017,2,L,不動產及住宅服務業,0.14,16.67
2017Q2,2017,2,M,專業、科學及技術服務業,0.07,600.0
2017Q2,2017,2,N,支援服務業,0.03,-70.0
2017Q2,2017,2,O,公共行政及國防；強制性社會安全,0.0,-100.0
2017Q2,2017,2,P,教育業,-0.01,
2017Q2,2017,2,Q,醫療保健及社會工作服務業,0.07,-22.22
2017Q2,2017,2,R,藝術、娛樂及休閒服務業,0.01,
2017Q2,2017,2,S,其他服務業,-0.04,
2017Q2,2017,2,加值型營業稅,加值型營業稅,0.07,-56.25
2017Q2,2017,2,合計,合計,2.5,171.74
2017Q2,2017,2,總計(生產面),總計(生產面),2.63,143.52
2017Q2,2017,2,進口稅,進口稅,0.06,
2017Q3,2017,3,3級_工業,工業,2.65,15.72
2017Q3,2017,3,3級_服務業,服務業,1.65,77.42
2017Q3,2017,3,3級_農業,農業,0.16,
2017Q3,2017,3,A,農、林、漁、牧業,0.16,
2017Q3,2017,3,B,礦業及土石採取業,0.0,
2017Q3,2017,3,C,製造業,2.58,24.64
2017Q3,2017,3,D,電力及燃氣供應業,0.04,-80.95
2017Q3,2017,3,E,用水供應及污染整治業,0.01,-50.0
2017Q3,2017,3,F,營建工程業,0.02,
2017Q3,2017,3,G,批發及零售業,0.41,156.25
2017Q3,2017,3,GDP,GDP,3.98,32.67
2017Q3,2017,3,H,運輸及倉儲業,0.21,50.0
2017Q3,2017,3,I,住宿及餐飲業,0.03,200.0
2017Q3,2017,3,J,出版影音及資通訊業,0.11,-31.25
2017Q3,2017,3,K,金融及保險業,0.44,120.0
2017Q3,2017,3,L,不動產及住宅服務業,0.12,0.0
2017Q3,2017,3,M,專業、科學及技術服務業,0.11,
2017Q3,2017,3,N,支援服務業,0.06,-14.29
2017Q3,2017,3,O,公共行政及國防；強制性社會安全,-0.07,
2017Q3,2017,3,P,教育業,0.08,
2017Q3,2017,3,Q,醫療保健及社會工作服務業,0.08,0.0
2017Q3,2017,3,R,藝術、娛樂及休閒服務業,0.0,
2017Q3,2017,3,S,其他服務業,-0.01,
2017Q3,2017,3,加值型營業稅,加值型營業稅,0.02,-71.43
2017Q3,2017,3,合計,合計,4.38,50.52
2017Q3,2017,3,總計(生產面),總計(生產面),4.46,47.68
2017Q3,2017,3,進口稅,進口稅,0.06,50.0
2017Q4,2017,4,3級_工業,工業,2.44,-12.86
2017Q4,2017,4,3級_服務業,服務業,1.55,23.02
2017Q4,2017,4,3級_農業,農業,0.08,
2017Q4,2017,4,A,農、林、漁、牧業,0.08,
2017Q4,2017,4,B,礦業及土石採取業,0.0,
2017Q4,2017,4,C,製造業,2.43,-8.3
2017Q4,2017,4,D,電力及燃氣供應業,0.01,-94.12
2017Q4,2017,4,E,用水供應及污染整治業,0.01,-50.0
2017Q4,2017,4,F,營建工程業,-0.01,
2017Q4,2017,4,G,批發及零售業,0.39,-17.02
2017Q4,2017,4,GDP,GDP,4.12,5.1
2017Q4,2017,4,H,運輸及倉儲業,0.12,-36.84
2017Q4,2017,4,I,住宿及餐飲業,0.05,0.0
2017Q4,2017,4,J,出版影音及資通訊業,0.12,-25.0
2017Q4,2017,4,K,金融及保險業,0.38,442.86
2017Q4,2017,4,L,不動產及住宅服務業,0.14,133.33
2017Q4,2017,4,M,專業、科學及技術服務業,0.13,225.0
2017Q4,2017,4,N,支援服務業,0.08,0.0
2017Q4,2017,4,O,公共行政及國防；強制性社會安全,0.14,
2017Q4,2017,4,P,教育業,-0.08,
2017Q4,2017,4,Q,醫療保健及社會工作服務業,0.06,-14.29
2017Q4,2017,4,R,藝術、娛樂及休閒服務業,0.02,
2017Q4,2017,4,S,其他服務業,-0.02,
2017Q4,2017,4,加值型營業稅,加值型營業稅,0.02,-83.33
2017Q4,2017,4,合計,合計,4.05,7.43
2017Q4,2017,4,總計(生產面),總計(生產面),4.07,2.52
2017Q4,2017,4,進口稅,進口稅,0.0,-100.0
2018Q1,2018,1,3級_工業,工業,1.26,-55.79
2018Q1,2018,1,3級_服務業,服務業,1.65,24.06
2018Q1,2018,1,3級_農業,農業,0.09,0.0
2018Q1,2018,1,A,農、林、漁、牧業,0.09,0.0
2018Q1,2018,1,B,礦業及土石採取業,0.0,
2018Q1,2018,1,C,製造業,1.14,-61.36
2018Q1,2018,1,D,電力及燃氣供應業,0.08,
2018Q1,2018,1,E,用水供應及污染整治業,0.01,0.0
2018Q1,2018,1,F,營建工程業,0.03,
2018Q1,2018,1,G,批發及零售業,0.28,-9.68
2018Q1,2018,1,GDP,GDP,3.43,-7.8
2018Q1,2018,1,H,運輸及倉儲業,0.19,-13.64
2018Q1,2018,1,I,住宿及餐飲業,0.06,
2018Q1,2018,1,J,出版影音及資通訊業,0.17,54.55
2018Q1,2018,1,K,金融及保險業,0.44,76.0
2018Q1,2018,1,L,不動產及住宅服務業,0.18,5.88
2018Q1,2018,1,M,專業、科學及技術服務業,0.02,-75.0
2018Q1,2018,1,N,支援服務業,0.07,133.33
2018Q1,2018,1,O,公共行政及國防；強制性社會安全,0.22,340.0
2018Q1,2018,1,P,教育業,-0.17,
2018Q1,2018,1,Q,醫療保健及社會工作服務業,0.15,275.0
2018Q1,2018,1,R,藝術、娛樂及休閒服務業,0.01,0.0
2018Q1,2018,1,S,其他服務業,-0.05,
2018Q1,2018,1,加值型營業稅,加值型營業稅,0.04,0.0
2018Q1,2018,1,合計,合計,2.92,-29.13
2018Q1,2018,1,總計(生產面),總計(生產面),3.0,-29.74
2018Q1,2018,1,進口稅,進口稅,0.04,-63.64
2018Q2,2018,2,3級_工業,工業,1.94,35.66
2018Q2,2018,2,3級_服務業,服務業,1.48,66.29
2018Q2,2018,2,3級_農業,農業,0.18,-41.94
2018Q2,2018,2,A,農、林、漁、牧業,0.18,-41.94
2018Q2,2018,2,B,礦業及土石採取業,0.0,
2018Q2,2018,2,C,製造業,1.87,23.03
2018Q2,2018,2,D,電力及燃氣供應業,0.0,
2018Q2,2018,2,E,用水供應及污染整治業,0.03,200.0
2018Q2,2018,2,F,營建工程業,0.04,
2018Q2,2018,2,G,批發及零售業,0.31,63.16
2018Q2,2018,2,GDP,GDP,3.43,22.94
2018Q2,2018,2,H,運輸及倉儲業,0.14,55.56
2018Q2,2018,2,I,住宿及餐飲業,0.08,
2018Q2,2018,2,J,出版影音及資通訊業,0.09,-18.18
2018Q2,2018,2,K,金融及保險業,0.4,263.64
2018Q2,2018,2,L,不動產及住宅服務業,0.16,14.29
2018Q2,2018,2,M,專業、科學及技術服務業,0.06,-14.29
2018Q2,2018,2,N,支援服務業,0.06,100.0
2018Q2,2018,2,O,公共行政及國防；強制性社會安全,-0.03,
2018Q2,2018,2,P,教育業,0.09,
2018Q2,2018,2,Q,醫療保健及社會工作服務業,0.12,71.43
2018Q2,2018,2,R,藝術、娛樂及休閒服務業,0.0,-100.0
2018Q2,2018,2,S,其他服務業,-0.05,
2018Q2,2018,2,加值型營業稅,加值型營業稅,0.05,-28.57
2018Q2,2018,2,合計,合計,3.55,42.0
2018Q2,2018,2,總計(生產面),總計(生產面),3.6,36.88
2018Q2,2018,2,進口稅,進口稅,0.0,-100.0
2018Q3,2018,3,3級_工業,工業,1.16,-56.23
2018Q3,2018,3,3級_服務業,服務業,1.19,-27.88
2018Q3,2018,3,3級_農業,農業,0.1,-37.5
2018Q3,2018,3,A,農、林、漁、牧業,0.1,-37.5
2018Q3,2018,3,B,礦業及土石採取業,0.0,
2018Q3,2018,3,C,製造業,1.15,-55.43
2018Q3,2018,3,D,電力及燃氣供應業,-0.03,
2018Q3,2018,3,E,用水供應及污染整治業,0.02,100.0
2018Q3,2018,3,F,營建工程業,0.02,0.0
2018Q3,2018,3,G,批發及零售業,0.17,-58.54
2018Q3,2018,3,GDP,GDP,2.52,-36.68
2018Q3,2018,3,H,運輸及倉儲業,0.15,-28.57
2018Q3,2018,3,I,住宿及餐飲業,0.08,166.67
2018Q3,2018,3,J,出版影音及資通訊業,0.16,45.45
2018Q3,2018,3,K,金融及保險業,0.0,-100.0
2018Q3,2018,3,L,不動產及住宅服務業,0.2,66.67
2018Q3,2018,3,M,專業、科學及技術服務業,0.1,-9.09
2018Q3,2018,3,N,支援服務業,0.06,0.0
2018Q3,2018,3,O,公共行政及國防；強制性社會安全,0.08,
2018Q3,2018,3,P,教育業,-0.04,
2018Q3,2018,3,Q,醫療保健及社會工作服務業,0.11,37.5
2018Q3,2018,3,R,藝術、娛樂及休閒服務業,0.02,
2018Q3,2018,3,S,其他服務業,0.03,
2018Q3,2018,3,加值型營業稅,加值型營業稅,0.02,0.0
2018Q3,2018,3,合計,合計,2.38,-45.66
2018Q3,2018,3,總計(生產面),總計(生產面),2.45,-45.07
2018Q3,2018,3,進口稅,進口稅,0.05,-16.67
2018Q4,2018,4,3級_工業,工業,0.89,-63.52
2018Q4,2018,4,3級_服務業,服務業,1.13,-27.1
2018Q4,2018,4,3級_農業,農業,-0.02,
2018Q4,2018,4,A,農、林、漁、牧業,-0.02,
2018Q4,2018,4,B,礦業及土石採取業,0.01,
2018Q4,2018,4,C,製造業,0.89,-63.37
2018Q4,2018,4,D,電力及燃氣供應業,-0.04,
2018Q4,2018,4,E,用水供應及污染整治業,0.01,0.0
2018Q4,2018,4,F,營建工程業,0.02,
2018Q4,2018,4,G,批發及零售業,-0.15,
2018Q4,2018,4,GDP,GDP,2.33,-43.45
2018Q4,2018,4,H,運輸及倉儲業,0.08,-33.33
2018Q4,2018,4,I,住宿及餐飲業,0.06,20.0
2018Q4,2018,4,J,出版影音及資通訊業,0.24,100.0
2018Q4,2018,4,K,金融及保險業,0.02,-94.74
2018Q4,2018,4,L,不動產及住宅服務業,0.3,114.29
2018Q4,2018,4,M,專業、科學及技術服務業,0.08,-38.46
2018Q4,2018,4,N,支援服務業,0.09,12.5
2018Q4,2018,4,O,公共行政及國防；強制性社會安全,-0.06,
2018Q4,2018,4,P,教育業,0.13,
2018Q4,2018,4,Q,醫療保健及社會工作服務業,0.11,83.33
2018Q4,2018,4,R,藝術、娛樂及休閒服務業,0.01,-50.0
2018Q4,2018,4,S,其他服務業,0.16,
2018Q4,2018,4,加值型營業稅,加值型營業稅,0.02,0.0
2018Q4,2018,4,合計,合計,1.94,-52.1
2018Q4,2018,4,總計(生產面),總計(生產面),2.0,-50.86
2018Q4,2018,4,進口稅,進口稅,0.04,
2019Q1,2019,1,3級_工業,工業,0.02,-98.41
2019Q1,2019,1,3級_服務業,服務業,1.3,-21.21
2019Q1,2019,1,3級_農業,農業,-0.02,
2019Q1,2019,1,A,農、林、漁、牧業,-0.02,
2019Q1,2019,1,B,礦業及土石採取業,0.0,
2019Q1,2019,1,C,製造業,-0.1,
2019Q1,2019,1,D,電力及燃氣供應業,0.0,-100.0
2019Q1,2019,1,E,用水供應及污染整治業,0.01,0.0
2019Q1,2019,1,F,營建工程業,0.11,266.67
2019Q1,2019,1,G,批發及零售業,0.17,-39.29
2019Q1,2019,1,GDP,GDP,2.08,-39.36
2019Q1,2019,1,H,運輸及倉儲業,-0.01,
2019Q1,2019,1,I,住宿及餐飲業,0.21,250.0
2019Q1,2019,1,J,出版影音及資通訊業,0.16,-5.88
2019Q1,2019,1,K,金融及保險業,-0.05,
2019Q1,2019,1,L,不動產及住宅服務業,0.23,27.78
2019Q1,2019,1,M,專業、科學及技術服務業,0.11,450.0
2019Q1,2019,1,N,支援服務業,0.06,-14.29
2019Q1,2019,1,O,公共行政及國防；強制性社會安全,0.11,-50.0
2019Q1,2019,1,P,教育業,0.01,
2019Q1,2019,1,Q,醫療保健及社會工作服務業,0.15,0.0
2019Q1,2019,1,R,藝術、娛樂及休閒服務業,0.06,500.0
2019Q1,2019,1,S,其他服務業,0.05,
2019Q1,2019,1,加值型營業稅,加值型營業稅,0.02,-50.0
2019Q1,2019,1,合計,合計,1.26,-56.85
2019Q1,2019,1,總計(生產面),總計(生產面),1.3,-56.67
2019Q1,2019,1,進口稅,進口稅,0.02,-50.0
2019Q2,2019,2,3級_工業,工業,0.95,-51.03
2019Q2,2019,2,3級_服務業,服務業,1.56,5.41
2019Q2,2019,2,3級_農業,農業,-0.1,
2019Q2,2019,2,A,農、林、漁、牧業,-0.1,
2019Q2,2019,2,B,礦業及土石採取業,0.0,
2019Q2,2019,2,C,製造業,0.81,-56.68
2019Q2,2019,2,D,電力及燃氣供應業,0.01,
2019Q2,2019,2,E,用水供應及污染整治業,0.01,-66.67
2019Q2,2019,2,F,營建工程業,0.12,200.0
2019Q2,2019,2,G,批發及零售業,0.24,-22.58
2019Q2,2019,2,GDP,GDP,2.96,-13.7
2019Q2,2019,2,H,運輸及倉儲業,0.02,-85.71
2019Q2,2019,2,I,住宿及餐飲業,0.13,62.5
2019Q2,2019,2,J,出版影音及資通訊業,0.2,122.22
2019Q2,2019,2,K,金融及保險業,0.14,-65.0
2019Q2,2019,2,L,不動產及住宅服務業,0.31,93.75
2019Q2,2019,2,M,專業、科學及技術服務業,0.08,33.33
2019Q2,2019,2,N,支援服務業,0.1,66.67
2019Q2,2019,2,O,公共行政及國防；強制性社會安全,0.11,
2019Q2,2019,2,P,教育業,-0.01,
2019Q2,2019,2,Q,醫療保健及社會工作服務業,0.17,41.67
2019Q2,2019,2,R,藝術、娛樂及休閒服務業,0.02,
2019Q2,2019,2,S,其他服務業,-0.01,
2019Q2,2019,2,加值型營業稅,加值型營業稅,0.01,-80.0
2019Q2,2019,2,合計,合計,2.35,-33.8
2019Q2,2019,2,總計(生產面),總計(生產面),2.41,-33.06
2019Q2,2019,2,進口稅,進口稅,0.05,
2019Q3,2019,3,3級_工業,工業,1.24,6.9
2019Q3,2019,3,3級_服務業,服務業,1.87,57.14
2019Q3,2019,3,3級_農業,農業,0.02,-80.0
2019Q3,2019,3,A,農、林、漁、牧業,0.02,-80.0
2019Q3,2019,3,B,礦業及土石採取業,0.0,
2019Q3,2019,3,C,製造業,1.18,2.61
2019Q3,2019,3,D,電力及燃氣供應業,-0.02,
2019Q3,2019,3,E,用水供應及污染整治業,0.01,-50.0
2019Q3,2019,3,F,營建工程業,0.07,250.0
2019Q3,2019,3,G,批發及零售業,0.48,182.35
2019Q3,2019,3,GDP,GDP,3.41,35.32
2019Q3,2019,3,H,運輸及倉儲業,0.04,-73.33
2019Q3,2019,3,I,住宿及餐飲業,0.13,62.5
2019Q3,2019,3,J,出版影音及資通訊業,0.23,43.75
2019Q3,2019,3,K,金融及保險業,0.3,
2019Q3,2019,3,L,不動產及住宅服務業,0.22,10.0
2019Q3,2019,3,M,專業、科學及技術服務業,0.05,-50.0
2019Q3,2019,3,N,支援服務業,0.06,0.0
2019Q3,2019,3,O,公共行政及國防；強制性社會安全,0.11,37.5
2019Q3,2019,3,P,教育業,0.04,
2019Q3,2019,3,Q,醫療保健及社會工作服務業,0.17,54.55
2019Q3,2019,3,R,藝術、娛樂及休閒服務業,0.01,-50.0
2019Q3,2019,3,S,其他服務業,-0.05,
2019Q3,2019,3,加值型營業稅,加值型營業稅,0.05,150.0
2019Q3,2019,3,合計,合計,3.05,28.15
2019Q3,2019,3,總計(生產面),總計(生產面),3.13,27.76
2019Q3,2019,3,進口稅,進口稅,0.03,-40.0
2019Q4,2019,4,3級_工業,工業,1.1,23.6
2019Q4,2019,4,3級_服務業,服務業,2.13,88.5
2019Q4,2019,4,3級_農業,農業,0.04,
2019Q4,2019,4,A,農、林、漁、牧業,0.04,
2019Q4,2019,4,B,礦業及土石採取業,0.0,-100.0
2019Q4,2019,4,C,製造業,0.96,7.87
2019Q4,2019,4,D,電力及燃氣供應業,0.01,
2019Q4,2019,4,E,用水供應及污染整治業,0.02,100.0
2019Q4,2019,4,F,營建工程業,0.11,450.0
2019Q4,2019,4,G,批發及零售業,0.52,
2019Q4,2019,4,GDP,GDP,3.68,57.94
2019Q4,2019,4,H,運輸及倉儲業,0.05,-37.5
