西元年,月,民國年,產業,生產指數
2017,7,民國106年7月,其他運輸工具及其零件業,92.29
2017,7,民國106年7月,化學工業,61.14
2017,7,民國106年7月,化學材料及肥料業,119.35
2017,7,民國106年7月,印刷及資料儲存媒體複製業,89.1
2017,7,民國106年7月,基本金屬業,86.58
2017,7,民國106年7月,塑膠製品業,98.04
2017,7,民國106年7月,家具業,95.3
2017,7,民國106年7月,成衣及服飾品業,98.11
2017,7,民國106年7月,木竹製品業,127.26
2017,7,民國106年7月,機械設備業,84.46
2017,7,民國106年7月,橡膠製品業,75.88
2017,7,民國106年7月,民生工業,86.81
2017,7,民國106年7月,汽車及其零件業,80.99
2017,7,民國106年7月,產業用機械設備維修及安裝業,76.77
2017,7,民國106年7月,皮革、毛皮及其製品業,98.54
2017,7,民國106年7月,石油及煤製品業,112.96
2017,7,民國106年7月,紙漿、紙及紙製品業,143.9
2017,7,民國106年7月,紡織業,36.13
2017,7,民國106年7月,菸草業,112.19
2017,7,民國106年7月,藥品及醫用化學製品業,92.26
2017,7,民國106年7月,資訊電子工業,87.29
2017,7,民國106年7月,金屬機電工業,74.39
2017,7,民國106年7月,金屬製品業,94.5
2017,7,民國106年7月,電力設備及配備業,84.26
2017,7,民國106年7月,電子零組件業,62.01
2017,7,民國106年7月,電腦、電子產品及光學製品業,62.07
2017,7,民國106年7月,非金屬礦物製品業,81.85
2017,7,民國106年7月,食品及飼品業,83.57
2017,7,民國106年7月,飲料業,85.9
2017,8,民國106年8月,其他化學製品業,94.87
2017,8,民國106年8月,其他製造業,80.09
2017,8,民國106年8月,其他運輸工具及其零件業,88.95
2017,8,民國106年8月,化學工業,69.2
2017,8,民國106年8月,化學材料及肥料業,126.51
2017,8,民國106年8月,印刷及資料儲存媒體複製業,94.31
2017,8,民國106年8月,基本金屬業,90.32
2017,8,民國106年8月,塑膠製品業,102.29
2017,8,民國106年8月,家具業,96.12
2017,8,民國106年8月,成衣及服飾品業,106.31
2017,8,民國106年8月,木竹製品業,121.79
2017,8,民國106年8月,機械設備業,91.74
2017,8,民國106年8月,橡膠製品業,82.72
2017,8,民國106年8月,民生工業,93.29
2017,8,民國106年8月,汽車及其零件業,84.64
2017,8,民國106年8月,產業用機械設備維修及安裝業,76.92
2017,8,民國106年8月,皮革、毛皮及其製品業,101.82
2017,8,民國106年8月,石油及煤製品業,114.74
2017,8,民國106年8月,紙漿、紙及紙製品業,149.81
2017,8,民國106年8月,紡織業,73.9
2017,8,民國106年8月,菸草業,146.01
2017,8,民國106年8月,藥品及醫用化學製品業,104.63
2017,8,民國106年8月,資訊電子工業,94.5
2017,8,民國106年8月,金屬機電工業,79.68
2017,8,民國106年8月,金屬製品業,96.67
2017,8,民國106年8月,電力設備及配備業,91.87
2017,8,民國106年8月,電子零組件業,67.23
2017,8,民國106年8月,電腦、電子產品及光學製品業,66.96
2017,8,民國106年8月,非金屬礦物製品業,88.15
2017,8,民國106年8月,食品及飼品業,94.92
2017,8,民國106年8月,飲料業,92.24
2017,9,民國106年9月,其他化學製品業,87.07
2017,9,民國106年9月,其他製造業,75.68
2017,9,民國106年9月,其他運輸工具及其零件業,89.29
2017,9,民國106年9月,化學工業,68.65
2017,9,民國106年9月,化學材料及肥料業,113.19
2017,9,民國106年9月,印刷及資料儲存媒體複製業,93.3
2017,9,民國106年9月,基本金屬業,87.17
2017,9,民國106年9月,塑膠製品業,96.56
2017,9,民國106年9月,家具業,101.86
2017,9,民國106年9月,成衣及服飾品業,99.43
2017,9,民國106年9月,木竹製品業,109.0
2017,9,民國106年9月,機械設備業,82.63
2017,9,民國106年9月,橡膠製品業,73.63
2017,9,民國106年9月,民生工業,89.4
2017,9,民國106年9月,汽車及其零件業,85.41
2017,9,民國106年9月,產業用機械設備維修及安裝業,75.26
2017,9,民國106年9月,皮革、毛皮及其製品業,94.06
2017,9,民國106年9月,石油及煤製品業,107.26
2017,9,民國106年9月,紙漿、紙及紙製品業,143.63
2017,9,民國106年9月,紡織業,85.98
2017,9,民國106年9月,菸草業,128.96
2017,9,民國106年9月,藥品及醫用化學製品業,98.33
2017,9,民國106年9月,資訊電子工業,95.4
2017,9,民國106年9月,金屬機電工業,78.62
2017,9,民國106年9月,金屬製品業,92.31
2017,9,民國106年9月,電力設備及配備業,85.29
2017,9,民國106年9月,電子零組件業,68.68
2017,9,民國106年9月,電腦、電子產品及光學製品業,68.63
2017,9,民國106年9月,非金屬礦物製品業,81.29
2017,9,民國106年9月,食品及飼品業,92.27
2017,9,民國106年9月,飲料業,85.67
2017,10,民國106年10月,其他化學製品業,95.77
2017,10,民國106年10月,其他製造業,69.12
2017,10,民國106年10月,其他運輸工具及其零件業,89.61
2017,10,民國106年10月,化學工業,67.82
2017,10,民國106年10月,化學材料及肥料業,95.37
2017,10,民國106年10月,印刷及資料儲存媒體複製業,89.95
2017,10,民國106年10月,基本金屬業,83.64
2017,10,民國106年10月,塑膠製品業,90.91
2017,10,民國106年10月,家具業,90.1
2017,10,民國106年10月,成衣及服飾品業,99.2
2017,10,民國106年10月,木竹製品業,108.68
2017,10,民國106年10月,機械設備業,80.61
2017,10,民國106年10月,橡膠製品業,66.17
2017,10,民國106年10月,民生工業,85.13
2017,10,民國106年10月,汽車及其零件業,80.74
2017,10,民國106年10月,產業用機械設備維修及安裝業,69.94
2017,10,民國106年10月,皮革、毛皮及其製品業,92.61
2017,10,民國106年10月,石油及煤製品業,116.67
2017,10,民國106年10月,紙漿、紙及紙製品業,118.12
2017,10,民國106年10月,紡織業,75.72
2017,10,民國106年10月,菸草業,99.76
2017,10,民國106年10月,藥品及醫用化學製品業,96.67
2017,10,民國106年10月,資訊電子工業,93.77
2017,10,民國106年10月,金屬機電工業,77.12
2017,10,民國106年10月,金屬製品業,88.32
2017,10,民國106年10月,電力設備及配備業,81.49
2017,10,民國106年10月,電子零組件業,68.73
2017,10,民國106年10月,電腦、電子產品及光學製品業,68.79
2017,10,民國106年10月,非金屬礦物製品業,82.73
2017,10,民國106年10月,食品及飼品業,84.8
2017,10,民國106年10月,飲料業,81.71
2017,11,民國106年11月,其他化學製品業,94.12
2017,11,民國106年11月,其他製造業,83.19
2017,11,民國106年11月,其他運輸工具及其零件業,100.63
2017,11,民國106年11月,化學工業,69.65
2017,11,民國106年11月,化學材料及肥料業,95.62
2017,11,民國106年11月,印刷及資料儲存媒體複製業,94.72
2017,11,民國106年11月,基本金屬業,90.86
2017,11,民國106年11月,塑膠製品業,98.89
2017,11,民國106年11月,家具業,92.07
2017,11,民國106年11月,成衣及服飾品業,99.77
2017,11,民國106年11月,木竹製品業,113.22
2017,11,民國106年11月,機械設備業,91.13
2017,11,民國106年11月,橡膠製品業,73.15
2017,11,民國106年11月,民生工業,87.51
2017,11,民國106年11月,汽車及其零件業,88.84
2017,11,民國106年11月,產業用機械設備維修及安裝業,74.3
2017,11,民國106年11月,皮革、毛皮及其製品業,93.97
2017,11,民國106年11月,石油及煤製品業,124.39
2017,11,民國106年11月,紙漿、紙及紙製品業,135.27
2017,11,民國106年11月,紡織業,92.09
2017,11,民國106年11月,菸草業,99.97
2017,11,民國106年11月,藥品及醫用化學製品業,100.07
2017,11,民國106年11月,資訊電子工業,94.5
2017,11,民國106年11月,金屬機電工業,79.3
2017,11,民國106年11月,金屬製品業,94.54
2017,11,民國106年11月,電力設備及配備業,87.55
2017,11,民國106年11月,電子零組件業,68.98
2017,11,民國106年11月,電腦、電子產品及光學製品業,68.85
2017,11,民國106年11月,非金屬礦物製品業,89.63
2017,11,民國106年11月,食品及飼品業,90.44
2017,11,民國106年11月,飲料業,86.8
2017,12,民國106年12月,其他化學製品業,94.88
2017,12,民國106年12月,其他製造業,82.43
2017,12,民國106年12月,其他運輸工具及其零件業,94.71
2017,12,民國106年12月,化學工業,66.79
2017,12,民國106年12月,化學材料及肥料業,111.5
2017,12,民國106年12月,印刷及資料儲存媒體複製業,94.31
2017,12,民國106年12月,基本金屬業,91.18
2017,12,民國106年12月,塑膠製品業,98.25
2017,12,民國106年12月,家具業,97.19
2017,12,民國106年12月,成衣及服飾品業,98.93
2017,12,民國106年12月,木竹製品業,112.48
2017,12,民國106年12月,機械設備業,88.94
2017,12,民國106年12月,橡膠製品業,75.88
2017,12,民國106年12月,民生工業,87.33
2017,12,民國106年12月,汽車及其零件業,91.14
2017,12,民國106年12月,產業用機械設備維修及安裝業,74.43
2017,12,民國106年12月,皮革、毛皮及其製品業,96.71
2017,12,民國106年12月,石油及煤製品業,116.91
2017,12,民國106年12月,紙漿、紙及紙製品業,129.61
2017,12,民國106年12月,紡織業,89.22
2017,12,民國106年12月,菸草業,104.29
2017,12,民國106年12月,藥品及醫用化學製品業,96.19
2017,12,民國106年12月,資訊電子工業,102.87
2017,12,民國106年12月,金屬機電工業,81.02
2017,12,民國106年12月,金屬製品業,97.04
2017,12,民國106年12月,電力設備及配備業,86.87
2017,12,民國106年12月,電子零組件業,71.07
2017,12,民國106年12月,電腦、電子產品及光學製品業,71.52
2017,12,民國106年12月,非金屬礦物製品業,85.74
2017,12,民國106年12月,食品及飼品業,90.71
2017,12,民國106年12月,飲料業,86.63
2018,1,民國107年1月,其他化學製品業,97.25
2018,1,民國107年1月,其他製造業,84.34
2018,1,民國107年1月,其他運輸工具及其零件業,101.67
2018,1,民國107年1月,化學工業,60.26
2018,1,民國107年1月,化學材料及肥料業,123.39
2018,1,民國107年1月,印刷及資料儲存媒體複製業,101.86
2018,1,民國107年1月,基本金屬業,93.06
2018,1,民國107年1月,塑膠製品業,99.83
2018,1,民國107年1月,家具業,95.97
2018,1,民國107年1月,成衣及服飾品業,105.53
2018,1,民國107年1月,木竹製品業,117.9
2018,1,民國107年1月,機械設備業,92.88
2018,1,民國107年1月,橡膠製品業,79.24
2018,1,民國107年1月,民生工業,96.25
2018,1,民國107年1月,汽車及其零件業,86.1
2018,1,民國107年1月,產業用機械設備維修及安裝業,80.81
2018,1,民國107年1月,皮革、毛皮及其製品業,102.52
2018,1,民國107年1月,石油及煤製品業,111.44
2018,1,民國107年1月,紙漿、紙及紙製品業,151.48
2018,1,民國107年1月,紡織業,77.44
2018,1,民國107年1月,菸草業,104.43
2018,1,民國107年1月,藥品及醫用化學製品業,105.92
2018,1,民國107年1月,資訊電子工業,117.75
2018,1,民國107年1月,金屬機電工業,78.57
2018,1,民國107年1月,金屬製品業,96.91
2018,1,民國107年1月,電力設備及配備業,91.57
2018,1,民國107年1月,電子零組件業,64.31
2018,1,民國107年1月,電腦、電子產品及光學製品業,64.74
2018,1,民國107年1月,非金屬礦物製品業,89.47
2018,1,民國107年1月,食品及飼品業,93.78
2018,1,民國107年1月,飲料業,98.42
2018,2,民國107年2月,其他化學製品業,85.83
2018,2,民國107年2月,其他製造業,55.91
2018,2,民國107年2月,其他運輸工具及其零件業,62.38
2018,2,民國107年2月,化學工業,45.41
2018,2,民國107年2月,化學材料及肥料業,108.8
2018,2,民國107年2月,印刷及資料儲存媒體複製業,75.08
2018,2,民國107年2月,基本金屬業,67.49
2018,2,民國107年2月,塑膠製品業,71.22
2018,2,民國107年2月,家具業,76.74
2018,2,民國107年2月,成衣及服飾品業,77.92
2018,2,民國107年2月,木竹製品業,84.97
2018,2,民國107年2月,機械設備業,60.8
2018,2,民國107年2月,橡膠製品業,55.25
2018,2,民國107年2月,民生工業,69.01
2018,2,民國107年2月,汽車及其零件業,64.98
2018,2,民國107年2月,產業用機械設備維修及安裝業,54.48
2018,2,民國107年2月,皮革、毛皮及其製品業,83.58
2018,2,民國107年2月,石油及煤製品業,77.09
2018,2,民國107年2月,紙漿、紙及紙製品業,98.49
2018,2,民國107年2月,紡織業,53.76
2018,2,民國107年2月,菸草業,68.35
2018,2,民國107年2月,藥品及醫用化學製品業,73.33
2018,2,民國107年2月,資訊電子工業,79.72
2018,2,民國107年2月,金屬機電工業,62.78
2018,2,民國107年2月,金屬製品業,79.45
2018,2,民國107年2月,電力設備及配備業,64.84
2018,2,民國107年2月,電子零組件業,54.23
2018,2,民國107年2月,電腦、電子產品及光學製品業,55.23
2018,2,民國107年2月,非金屬礦物製品業,66.18
2018,2,民國107年2月,食品及飼品業,69.12
2018,2,民國107年2月,飲料業,73.48
2018,3,民國107年3月,其他化學製品業,98.01
2018,3,民國107年3月,其他製造業,78.35
2018,3,民國107年3月,其他運輸工具及其零件業,102.14
2018,3,民國107年3月,化學工業,64.91
2018,3,民國107年3月,化學材料及肥料業,108.15
2018,3,民國107年3月,印刷及資料儲存媒體複製業,104.55
2018,3,民國107年3月,基本金屬業,96.91
2018,3,民國107年3月,塑膠製品業,108.75
2018,3,民國107年3月,家具業,97.91
2018,3,民國107年3月,成衣及服飾品業,109.65
2018,3,民國107年3月,木竹製品業,103.73
2018,3,民國107年3月,機械設備業,96.43
2018,3,民國107年3月,橡膠製品業,83.17
2018,3,民國107年3月,民生工業,98.57
2018,3,民國107年3月,汽車及其零件業,94.33
2018,3,民國107年3月,產業用機械設備維修及安裝業,79.35
2018,3,民國107年3月,皮革、毛皮及其製品業,101.04
2018,3,民國107年3月,石油及煤製品業,110.61
2018,3,民國107年3月,紙漿、紙及紙製品業,158.63
2018,3,民國107年3月,紡織業,103.46
2018,3,民國107年3月,菸草業,117.96
2018,3,民國107年3月,藥品及醫用化學製品業,106.37
2018,3,民國107年3月,資訊電子工業,119.38
2018,3,民國107年3月,金屬機電工業,83.41
2018,3,民國107年3月,金屬製品業,101.4
2018,3,民國107年3月,電力設備及配備業,94.44
2018,3,民國107年3月,電子零組件業,71.43
2018,3,民國107年3月,電腦、電子產品及光學製品業,72.15
2018,3,民國107年3月,非金屬礦物製品業,92.93
2018,3,民國107年3月,食品及飼品業,96.43
2018,3,民國107年3月,飲料業,88.43
2018,4,民國107年4月,其他化學製品業,93.5
2018,4,民國107年4月,其他製造業,70.3
2018,4,民國107年4月,其他運輸工具及其零件業,84.81
2018,4,民國107年4月,化學工業,60.68
2018,4,民國107年4月,化學材料及肥料業,98.94
2018,4,民國107年4月,印刷及資料儲存媒體複製業,91.09
2018,4,民國107年4月,基本金屬業,85.69
2018,4,民國107年4月,塑膠製品業,89.52
2018,4,民國107年4月,家具業,90.45
2018,4,民國107年4月,成衣及服飾品業,100.33
2018,4,民國107年4月,木竹製品業,102.91
2018,4,民國107年4月,機械設備業,85.27
2018,4,民國107年4月,橡膠製品業,66.13
2018,4,民國107年4月,民生工業,87.26
2018,4,民國107年4月,汽車及其零件業,84.48
2018,4,民國107年4月,產業用機械設備維修及安裝業,67.1
2018,4,民國107年4月,皮革、毛皮及其製品業,92.14
2018,4,民國107年4月,石油及煤製品業,103.44
2018,4,民國107年4月,紙漿、紙及紙製品業,136.05
2018,4,民國107年4月,紡織業,90.11
2018,4,民國107年4月,菸草業,87.38
2018,4,民國107年4月,藥品及醫用化學製品業,93.82
2018,4,民國107年4月,資訊電子工業,88.33
2018,4,民國107年4月,金屬機電工業,74.44
2018,4,民國107年4月,金屬製品業,95.04
2018,4,民國107年4月,電力設備及配備業,83.13
2018,4,民國107年4月,電子零組件業,63.68
2018,4,民國107年4月,電腦、電子產品及光學製品業,63.99
2018,4,民國107年4月,非金屬礦物製品業,87.16
2018,4,民國107年4月,食品及飼品業,84.98
2018,4,民國107年4月,飲料業,78.57
2018,5,民國107年5月,其他化學製品業,96.45
