西元年,月,民國年,科學園區,產業,核准廠商數,已入區廠商數
2017,7,民國106年7月,彙總資料,通訊,59,57
2017,7,民國106年7月,彙總資料,電腦及周邊,77,64
2017,7,民國106年7月,新竹科學園區,光電,92,86
2017,7,民國106年7月,新竹科學園區,其他,9,5
2017,7,民國106年7月,新竹科學園區,生物技術,94,78
2017,7,民國106年7月,新竹科學園區,積體電路,188,184
2017,7,民國106年7月,新竹科學園區,精密機械,45,40
2017,7,民國106年7月,新竹科學園區,總計,533,489
2017,7,民國106年7月,新竹科學園區,通訊,47,46
2017,7,民國106年7月,新竹科學園區,電腦及周邊,58,50
2017,8,民國106年8月,中部科學園區,光電,36,32
2017,8,民國106年8月,中部科學園區,其他,18,16
2017,8,民國106年8月,中部科學園區,生物技術,39,30
2017,8,民國106年8月,中部科學園區,積體電路,8,7
2017,8,民國106年8月,中部科學園區,精密機械,67,44
2017,8,民國106年8月,中部科學園區,總計,184,142
2017,8,民國106年8月,中部科學園區,通訊,1,1
2017,8,民國106年8月,中部科學園區,電腦及周邊,15,12
2017,8,民國106年8月,南部科學園區,光電,52,49
2017,8,民國106年8月,南部科學園區,其他,8,6
2017,8,民國106年8月,南部科學園區,生物技術,69,60
2017,8,民國106年8月,南部科學園區,積體電路,18,15
2017,8,民國106年8月,南部科學園區,精密機械,53,48
2017,8,民國106年8月,南部科學園區,總計,215,190
2017,8,民國106年8月,南部科學園區,通訊,11,10
2017,8,民國106年8月,南部科學園區,電腦及周邊,4,2
2017,8,民國106年8月,彙總資料,光電,180,167
2017,8,民國106年8月,彙總資料,其他,35,27
2017,8,民國106年8月,彙總資料,生物技術,203,169
2017,8,民國106年8月,彙總資料,積體電路,213,204
2017,8,民國106年8月,彙總資料,精密機械,166,133
2017,8,民國106年8月,彙總資料,總計,932,821
2017,8,民國106年8月,彙總資料,通訊,59,57
2017,8,民國106年8月,彙總資料,電腦及周邊,76,64
2017,8,民國106年8月,新竹科學園區,光電,92,86
2017,8,民國106年8月,新竹科學園區,其他,9,5
2017,8,民國106年8月,新竹科學園區,生物技術,95,79
2017,8,民國106年8月,新竹科學園區,積體電路,187,182
2017,8,民國106年8月,新竹科學園區,精密機械,46,41
2017,8,民國106年8月,新竹科學園區,總計,533,489
2017,8,民國106年8月,新竹科學園區,通訊,47,46
2017,8,民國106年8月,新竹科學園區,電腦及周邊,57,50
2017,9,民國106年9月,中部科學園區,光電,36,32
2017,9,民國106年9月,中部科學園區,其他,18,16
2017,9,民國106年9月,中部科學園區,生物技術,39,30
2017,9,民國106年9月,中部科學園區,積體電路,8,7
2017,9,民國106年9月,中部科學園區,精密機械,67,44
2017,9,民國106年9月,中部科學園區,總計,184,142
2017,9,民國106年9月,中部科學園區,通訊,1,1
2017,9,民國106年9月,中部科學園區,電腦及周邊,15,12
2017,9,民國106年9月,南部科學園區,光電,52,49
2017,9,民國106年9月,南部科學園區,其他,8,6
2017,9,民國106年9月,南部科學園區,生物技術,69,60
2017,9,民國106年9月,南部科學園區,積體電路,18,15
2017,9,民國106年9月,南部科學園區,精密機械,53,48
2017,9,民國106年9月,南部科學園區,總計,215,190
2017,9,民國106年9月,南部科學園區,通訊,11,10
2017,9,民國106年9月,南部科學園區,電腦及周邊,4,2
2017,9,民國106年9月,彙總資料,光電,177,166
2017,9,民國106年9月,彙總資料,其他,35,27
2017,9,民國106年9月,彙總資料,生物技術,203,169
2017,9,民國106年9月,彙總資料,積體電路,213,205
2017,9,民國106年9月,彙總資料,精密機械,165,133
2017,9,民國106年9月,彙總資料,總計,927,821
2017,9,民國106年9月,彙總資料,通訊,59,57
2017,9,民國106年9月,彙總資料,電腦及周邊,75,64
2017,9,民國106年9月,新竹科學園區,光電,89,85
2017,9,民國106年9月,新竹科學園區,其他,9,5
2017,9,民國106年9月,新竹科學園區,生物技術,95,79
2017,9,民國106年9月,新竹科學園區,積體電路,187,183
2017,9,民國106年9月,新竹科學園區,精密機械,45,41
2017,9,民國106年9月,新竹科學園區,總計,528,489
2017,9,民國106年9月,新竹科學園區,通訊,47,46
2017,9,民國106年9月,新竹科學園區,電腦及周邊,56,50
2017,10,民國106年10月,中部科學園區,光電,36,32
2017,10,民國106年10月,中部科學園區,其他,18,16
2017,10,民國106年10月,中部科學園區,生物技術,40,30
2017,10,民國106年10月,中部科學園區,積體電路,8,7
2017,10,民國106年10月,中部科學園區,精密機械,65,43
2017,10,民國106年10月,中部科學園區,總計,183,142
2017,10,民國106年10月,中部科學園區,通訊,1,1
2017,10,民國106年10月,中部科學園區,電腦及周邊,15,13
2017,10,民國106年10月,南部科學園區,光電,53,49
2017,10,民國106年10月,南部科學園區,其他,9,6
2017,10,民國106年10月,南部科學園區,生物技術,70,60
2017,10,民國106年10月,南部科學園區,積體電路,19,15
2017,10,民國106年10月,南部科學園區,精密機械,53,48
2017,10,民國106年10月,南部科學園區,總計,219,190
2017,10,民國106年10月,南部科學園區,通訊,11,10
2017,10,民國106年10月,南部科學園區,電腦及周邊,4,2
2017,10,民國106年10月,彙總資料,光電,178,165
2017,10,民國106年10月,彙總資料,其他,36,27
2017,10,民國106年10月,彙總資料,生物技術,205,170
2017,10,民國106年10月,彙總資料,積體電路,214,205
2017,10,民國106年10月,彙總資料,精密機械,164,134
2017,10,民國106年10月,彙總資料,總計,931,824
2017,10,民國106年10月,彙總資料,通訊,59,58
2017,10,民國106年10月,彙總資料,電腦及周邊,75,65
2017,10,民國106年10月,新竹科學園區,光電,89,84
2017,10,民國106年10月,新竹科學園區,其他,9,5
2017,10,民國106年10月,新竹科學園區,生物技術,95,80
2017,10,民國106年10月,新竹科學園區,積體電路,187,183
2017,10,民國106年10月,新竹科學園區,精密機械,46,43
2017,10,民國106年10月,新竹科學園區,總計,529,492
2017,10,民國106年10月,新竹科學園區,通訊,47,47
2017,10,民國106年10月,新竹科學園區,電腦及周邊,56,50
2017,11,民國106年11月,中部科學園區,光電,36,32
2017,11,民國106年11月,中部科學園區,其他,18,16
2017,11,民國106年11月,中部科學園區,生物技術,40,30
2017,11,民國106年11月,中部科學園區,積體電路,8,7
2017,11,民國106年11月,中部科學園區,精密機械,66,44
2017,11,民國106年11月,中部科學園區,總計,184,143
2017,11,民國106年11月,中部科學園區,通訊,1,1
2017,11,民國106年11月,中部科學園區,電腦及周邊,15,13
2017,11,民國106年11月,南部科學園區,光電,53,50
2017,11,民國106年11月,南部科學園區,其他,9,6
2017,11,民國106年11月,南部科學園區,生物技術,70,61
2017,11,民國106年11月,南部科學園區,積體電路,20,15
2017,11,民國106年11月,南部科學園區,精密機械,53,48
2017,11,民國106年11月,南部科學園區,總計,220,192
2017,11,民國106年11月,南部科學園區,通訊,11,10
2017,11,民國106年11月,南部科學園區,電腦及周邊,4,2
2017,11,民國106年11月,彙總資料,光電,178,166
2017,11,民國106年11月,彙總資料,其他,36,27
2017,11,民國106年11月,彙總資料,生物技術,205,170
2017,11,民國106年11月,彙總資料,積體電路,214,204
2017,11,民國106年11月,彙總資料,精密機械,166,135
2017,11,民國106年11月,彙總資料,總計,934,825
2017,11,民國106年11月,彙總資料,通訊,60,58
2017,11,民國106年11月,彙總資料,電腦及周邊,75,65
2017,11,民國106年11月,新竹科學園區,光電,89,84
2017,11,民國106年11月,新竹科學園區,其他,9,5
2017,11,民國106年11月,新竹科學園區,生物技術,95,79
2017,11,民國106年11月,新竹科學園區,積體電路,186,182
2017,11,民國106年11月,新竹科學園區,精密機械,47,43
2017,11,民國106年11月,新竹科學園區,總計,530,490
2017,11,民國106年11月,新竹科學園區,通訊,48,47
2017,11,民國106年11月,新竹科學園區,電腦及周邊,56,50
2017,12,民國106年12月,中部科學園區,光電,36,32
2017,12,民國106年12月,中部科學園區,其他,19,17
2017,12,民國106年12月,中部科學園區,生物技術,40,30
2017,12,民國106年12月,中部科學園區,積體電路,8,7
2017,12,民國106年12月,中部科學園區,精密機械,67,44
2017,12,民國106年12月,中部科學園區,總計,186,144
2017,12,民國106年12月,中部科學園區,通訊,1,1
2017,12,民國106年12月,中部科學園區,電腦及周邊,15,13
2017,12,民國106年12月,南部科學園區,光電,53,50
2017,12,民國106年12月,南部科學園區,其他,10,7
2017,12,民國106年12月,南部科學園區,生物技術,71,62
2017,12,民國106年12月,南部科學園區,積體電路,20,15
2017,12,民國106年12月,南部科學園區,精密機械,53,50
2017,12,民國106年12月,南部科學園區,總計,222,196
2017,12,民國106年12月,南部科學園區,通訊,11,10
2017,12,民國106年12月,南部科學園區,電腦及周邊,4,2
2017,12,民國106年12月,彙總資料,光電,179,167
2017,12,民國106年12月,彙總資料,其他,39,29
2017,12,民國106年12月,彙總資料,生物技術,208,171
2017,12,民國106年12月,彙總資料,積體電路,215,204
2017,12,民國106年12月,彙總資料,精密機械,167,137
2017,12,民國106年12月,彙總資料,總計,943,832
2017,12,民國106年12月,彙總資料,通訊,60,58
2017,12,民國106年12月,彙總資料,電腦及周邊,75,66
2017,12,民國106年12月,新竹科學園區,光電,90,85
2017,12,民國106年12月,新竹科學園區,其他,10,5
2017,12,民國106年12月,新竹科學園區,生物技術,97,79
2017,12,民國106年12月,新竹科學園區,積體電路,187,182
2017,12,民國106年12月,新竹科學園區,精密機械,47,43
2017,12,民國106年12月,新竹科學園區,總計,535,492
2017,12,民國106年12月,新竹科學園區,通訊,48,47
2017,12,民國106年12月,新竹科學園區,電腦及周邊,56,51
2018,1,民國107年1月,中部科學園區,光電,35,33
2018,1,民國107年1月,中部科學園區,其他,19,17
2018,1,民國107年1月,中部科學園區,生物技術,39,30
2018,1,民國107年1月,中部科學園區,積體電路,9,7
2018,1,民國107年1月,中部科學園區,精密機械,69,44
2018,1,民國107年1月,中部科學園區,總計,187,144
2018,1,民國107年1月,中部科學園區,通訊,1,1
2018,1,民國107年1月,中部科學園區,電腦及周邊,15,12
2018,1,民國107年1月,南部科學園區,光電,53,50
2018,1,民國107年1月,南部科學園區,其他,10,7
2018,1,民國107年1月,南部科學園區,生物技術,71,63
2018,1,民國107年1月,南部科學園區,積體電路,20,15
2018,1,民國107年1月,南部科學園區,精密機械,54,50
2018,1,民國107年1月,南部科學園區,總計,223,197
2018,1,民國107年1月,南部科學園區,通訊,11,10
2018,1,民國107年1月,南部科學園區,電腦及周邊,4,2
2018,1,民國107年1月,彙總資料,光電,179,168
2018,1,民國107年1月,彙總資料,其他,39,29
2018,1,民國107年1月,彙總資料,生物技術,207,173
2018,1,民國107年1月,彙總資料,積體電路,216,205
2018,1,民國107年1月,彙總資料,精密機械,171,138
2018,1,民國107年1月,彙總資料,總計,947,837
2018,1,民國107年1月,彙總資料,通訊,60,59
2018,1,民國107年1月,彙總資料,電腦及周邊,75,65
2018,1,民國107年1月,新竹科學園區,光電,91,85
2018,1,民國107年1月,新竹科學園區,其他,10,5
2018,1,民國107年1月,新竹科學園區,生物技術,97,80
2018,1,民國107年1月,新竹科學園區,積體電路,187,183
2018,1,民國107年1月,新竹科學園區,精密機械,48,44
2018,1,民國107年1月,新竹科學園區,總計,537,496
2018,1,民國107年1月,新竹科學園區,通訊,48,48
2018,1,民國107年1月,新竹科學園區,電腦及周邊,56,51
2018,2,民國107年2月,中部科學園區,光電,35,33
2018,2,民國107年2月,中部科學園區,其他,19,18
2018,2,民國107年2月,中部科學園區,生物技術,39,29
2018,2,民國107年2月,中部科學園區,積體電路,9,7
2018,2,民國107年2月,中部科學園區,精密機械,69,44
2018,2,民國107年2月,中部科學園區,總計,187,144
2018,2,民國107年2月,中部科學園區,通訊,1,1
2018,2,民國107年2月,中部科學園區,電腦及周邊,15,12
2018,2,民國107年2月,南部科學園區,光電,53,50
2018,2,民國107年2月,南部科學園區,其他,10,7
2018,2,民國107年2月,南部科學園區,生物技術,71,63
2018,2,民國107年2月,南部科學園區,積體電路,20,15
2018,2,民國107年2月,南部科學園區,精密機械,54,49
2018,2,民國107年2月,南部科學園區,總計,223,196
2018,2,民國107年2月,南部科學園區,通訊,11,10
2018,2,民國107年2月,南部科學園區,電腦及周邊,4,2
2018,2,民國107年2月,彙總資料,光電,179,169
2018,2,民國107年2月,彙總資料,其他,39,30
2018,2,民國107年2月,彙總資料,生物技術,208,172
2018,2,民國107年2月,彙總資料,積體電路,215,205
2018,2,民國107年2月,彙總資料,精密機械,172,140
2018,2,民國107年2月,彙總資料,總計,948,840
2018,2,民國107年2月,彙總資料,通訊,60,59
2018,2,民國107年2月,彙總資料,電腦及周邊,75,65
2018,2,民國107年2月,新竹科學園區,光電,91,86
2018,2,民國107年2月,新竹科學園區,其他,10,5
2018,2,民國107年2月,新竹科學園區,生物技術,98,80
2018,2,民國107年2月,新竹科學園區,積體電路,186,183
2018,2,民國107年2月,新竹科學園區,精密機械,49,47
2018,2,民國107年2月,新竹科學園區,總計,538,500
2018,2,民國107年2月,新竹科學園區,通訊,48,48
2018,2,民國107年2月,新竹科學園區,電腦及周邊,56,51
2018,3,民國107年3月,中部科學園區,光電,35,33
2018,3,民國107年3月,中部科學園區,其他,19,18
2018,3,民國107年3月,中部科學園區,生物技術,39,30
2018,3,民國107年3月,中部科學園區,積體電路,9,7
2018,3,民國107年3月,中部科學園區,精密機械,69,44
2018,3,民國107年3月,中部科學園區,總計,187,145
2018,3,民國107年3月,中部科學園區,通訊,1,1
2018,3,民國107年3月,中部科學園區,電腦及周邊,15,12
2018,3,民國107年3月,南部科學園區,光電,53,50
2018,3,民國107年3月,南部科學園區,其他,10,8
2018,3,民國107年3月,南部科學園區,生物技術,70,62
2018,3,民國107年3月,南部科學園區,積體電路,20,15
2018,3,民國107年3月,南部科學園區,精密機械,55,49
2018,3,民國107年3月,南部科學園區,總計,223,196
2018,3,民國107年3月,南部科學園區,通訊,11,10
2018,3,民國107年3月,南部科學園區,電腦及周邊,4,2
2018,3,民國107年3月,彙總資料,光電,179,169
2018,3,民國107年3月,彙總資料,其他,39,31
2018,3,民國107年3月,彙總資料,生物技術,206,175
2018,3,民國107年3月,彙總資料,積體電路,215,205
2018,3,民國107年3月,彙總資料,精密機械,173,140
2018,3,民國107年3月,彙總資料,總計,947,844
2018,3,民國107年3月,彙總資料,通訊,60,59
2018,3,民國107年3月,彙總資料,電腦及周邊,75,65
2018,3,民國107年3月,新竹科學園區,光電,91,86
2018,3,民國107年3月,新竹科學園區,其他,10,5
2018,3,民國107年3月,新竹科學園區,生物技術,97,83
2018,3,民國107年3月,新竹科學園區,積體電路,186,183
2018,3,民國107年3月,新竹科學園區,精密機械,49,47
2018,3,民國107年3月,新竹科學園區,總計,537,503
2018,3,民國107年3月,新竹科學園區,通訊,48,48
